Node_Start,Node_End,Length
169,1170,422.1405494
169,468,319.6698727
170,1887,568.33417
170,1459,401.2949579
170,1453,349.507551
171,1737,122.5245309
171,1490,551.763024
171,1855,70.09905097
854,171,381.5498789
172,369,391.1443351
172,561,350.2268409
172,552,234.484803
173,393,230.0838524
173,228,612.8852385
173,531,1023.613396
174,333,447.1794015
174,472,344.1873759
174,1148,149.8594526
174,974,280.4339864
175,1239,153.1367922
175,1143,99.16646842
175,1291,311.8275242
176,373,1622.907788
176,231,1027.36922
178,349,660.0908925
178,245,429.7601915
178,258,1423.545352
179,755,517.3137746
180,1533,191.6409795
180,1267,512.3204759
180,260,668.0956507
181,1413,346.8276777
181,1068,708.1282195
181,900,435.7195761
182,421,520.6009924
182,275,638.6214367
182,301,700.0652288
182,365,522.8182633
183,1041,531.3212946
183,758,484.2725668
183,718,525.6727881
184,1402,352.9601232
184,1899,219.2840124
184,1489,252.2814082
185,1514,169.1415537
185,1709,193.4954925
185,1550,356.833513
185,1751,186.6504078
186,489,1099.55667
186,200,1642.392969
186,651,183.7408367
186,357,745.0250747
187,415,56.12003488
187,393,1151.644154
188,1072,475.2483778
188,1002,290.8412154
188,198,251.8647729
189,1038,296.0129091
189,360,199.749515
189,863,559.1429178
189,1326,259.4707753
190,373,2011.063681
190,322,2139.601077
193,763,784.7516748
193,573,757.4978528
193,582,528.5533142
194,1680,191.0314798
194,1578,107.4526092
195,949,227.001576
195,1421,148.8402194
195,1413,580.2083918
196,462,1400.008339
196,236,680.5687301
197,750,1387.613862
197,866,1083.740058
197,718,496.3083944
197,774,463.9731336
198,1079,175.3875019
198,550,496.9132974
199,452,455.1286603
199,1851,423.7185614
199,1711,482.9838012
199,1071,412.7881835
200,642,3113.028242
201,254,868.4444444
201,293,219.7030029
202,1202,376.4096772
202,855,528.6883345
203,745,334.8063591
203,1266,665.3374352
204,527,4023.798886
204,373,1397.328501
205,510,1980.528202
205,1701,1375.671187
207,474,814.1403013
207,699,341.2004052
207,418,1223.809673
208,1412,64.18869342
208,1205,207.4071355
208,1479,520.8336374
209,1054,454.8005442
210,236,501.210367
211,594,516.574677
211,999,257.5711587
212,342,721.2610681
212,1441,172.0416514
212,1666,335.9269365
213,1837,360.4129294
213,1029,305.1985315
213,1873,802.9901462
214,516,333.2326205
215,241,937.9812508
215,267,772.4463271
215,345,202.2574813
216,371,700.2356892
216,820,532.126541
216,1178,770.4082018
217,562,450.4908351
217,455,426.2283593
217,996,493.2938712
217,1821,533.8246763
218,361,379.5489489
219,323,827.3383628
220,723,325.9436551
220,272,414.8102379
220,396,455.0693512
220,483,304.8027503
221,565,361.2344827
221,1337,363.9178076
222,1012,138.2294114
222,872,150.4000447
223,327,375.5020468
223,262,977.0657105
224,400,336.4806058
224,901,333.3095775
224,1621,449.8409031
1462,225,179.6871226
225,1042,55.16065751
225,1320,171.0089466
226,1607,315.4688993
226,805,185.4251035
226,1275,213.3143218
226,1183,238.6672197
227,1448,228.6861484
227,507,78.25206767
228,866,1155.872922
228,750,1040.590722
229,869,315.2514771
229,932,244.7618757
229,416,320.892888
229,967,628.9813301
230,1281,333.3012712
230,1143,230.558335
230,1003,273.2214511
232,297,346.3613104
233,519,409.608127
234,682,583.5540994
234,1506,288.2871533
234,1114,371.1478525
235,1318,161.5078242
235,1103,432.8385295
235,1288,186.1432985
236,421,520.3990842
237,710,261.5002682
237,1090,370.7351602
237,964,225.2335121
238,735,349.1738293
238,1594,417.3778846
238,1850,264.9215759
238,783,702.4554958
239,1763,170.7145316
239,1415,136.0172764
239,1141,212.2909486
239,1865,457.9463294
240,292,363.779557
240,480,351.6685067
240,624,608.2677526
241,1037,2187.141314
241,280,1988.594729
242,862,556.4354364
242,346,323.7161354
242,792,345.9701209
242,737,300.6409098
243,509,1047.798901
243,1197,908.4289056
243,1131,1283.383759
244,266,1038.06779
245,574,567.5876592
245,808,195.793041
246,311,163.8661345
246,374,140.8318461
247,1074,253.4618362
247,878,179.3469999
1623,247,498.4205476
248,858,298.8760278
248,409,453.3683008
248,1308,550.4416999
249,305,3465.208353
250,315,331.0074648
250,468,500.6634181
250,1013,270.3514961
250,495,405.8030188
251,874,284.5999273
251,1390,194.4876167
252,856,172.3704069
252,479,117.555509
252,1715,355.6431265
253,266,350.3249317
253,678,217.9900907
253,543,398.1009021
254,820,4881.660576
255,834,423.5456655
255,960,325.1001459
255,1051,161.6755741
256,1101,231.1258284
256,644,310.7959552
256,1245,461.9462637
257,322,454.2436686
258,336,2237.323983
259,501,504.8516614
260,815,251.0210505
260,1424,320.9529957
260,1641,296.400922
261,872,324.1581262
261,683,156.3704658
262,399,875.792814
262,431,1161.652744
263,1062,192.2538579
263,389,315.4313458
263,549,1151.232273
264,1441,217.4732705
264,505,389.3282257
264,1091,507.6330713
264,1370,475.0766387
265,952,100.8865184
265,1835,334.0390916
265,650,180.1292799
266,392,315.9036749
267,713,1012.898539
268,705,642.1561865
268,1154,396.3515444
268,1124,347.1650289
268,616,1314.719203
269,877,322.7140496
269,563,362.7047848
269,1256,580.9071547
270,975,161.6990091
270,318,200.3207229
271,1470,288.4706731
272,362,337.3580849
272,715,394.3385761
272,707,299.3455262
273,1524,176.5290593
273,592,368.5087932
273,934,1281.228384
274,1199,485.4980327
274,539,242.5409171
274,1348,775.0086228
276,1027,243.8490966
276,766,231.2527297
276,845,337.3277172
276,1048,248.8807678
277,1840,489.2829804
277,1567,229.5173671
277,1571,430.6985869
277,1264,192.806527
278,1580,211.5440323
278,1078,162.8575248
1547,278,343.6968208
279,344,546.975464
279,606,525.8015631
280,415,958.8743236
281,616,283.4620995
281,1023,835.4650817
282,1113,202.7696612
282,599,192.1778845
282,446,241.5011285
283,671,443.4145726
284,336,1706.847673
285,591,216.9899549
285,418,728.9290015
286,1205,191.0871895
286,787,335.6457943
286,1400,205.3293807
287,1175,233.941464
287,440,458.6310303
287,1412,257.4093228
287,816,330.987834
288,301,682.0885166
289,957,145.5642076
289,771,146.7225886
289,350,319.7622898
290,1738,360.9340037
290,1546,284.9899833
290,957,496.8374106
291,1646,380.0374362
291,1625,381.3131091
291,1255,142.7871993
291,1330,282.5114686
292,1159,1106.600826
292,542,1510.602443
294,799,226.8000041
848,294,275.4933795
295,940,585.4915921
295,989,300.9568503
295,1261,401.5531654
296,361,713.5162585
296,335,406.9886269
297,1548,388.4872031
298,672,336.8025037
298,747,465.5974047
299,1605,207.7215093
299,1332,325.6817751
299,1461,365.3021892
300,440,327.3042833
300,1409,332.2770811
300,1193,52.53905504
301,388,517.555183
302,450,618.1668241
302,1034,629.8633935
302,782,342.7305492
303,675,503.2303635
303,1818,156.9191198
304,1502,185.0591174
304,1755,357.4694262
304,1673,194.3462435
304,1839,351.0184233
305,642,2663.702411
306,332,267.8195201
306,866,608.6966974
481,307,264.08751
307,813,329.6185157
307,490,221.5471136
307,670,239.0312783
308,807,205.5991006
308,599,112.7359856
308,919,270.0633943
309,322,824.0333661
311,374,132.3131901
311,555,178.2509221
312,1252,351.3492495
312,1432,226.733857
313,921,450.5954272
313,914,2310.763389
313,1089,673.4365235
314,377,1830.238566
314,1040,1018.022413
315,718,390.6763381
315,758,507.5619775
315,639,396.1457194
316,1525,23.19129935
316,1786,188.0676956
316,1406,158.9866846
317,1853,202.3707534
317,1435,193.46244
317,1745,115.9255709
318,1779,146.9547283
319,345,982.7385679
319,358,1014.781469
320,890,225.730256
320,1142,215.9538968
321,1233,383.3429916
321,1276,197.6261759
324,396,693.9903655
324,337,802.9820999
325,1500,314.4173764
325,1506,231.9120538
326,1602,543.1076246
326,1005,89.3986355
327,340,282.9827895
328,1020,424.4185627
328,513,346.0714532
328,1034,330.3942817
329,1077,171.4634801
329,1434,468.9801651
329,441,378.5234856
329,1720,220.9956852
330,1690,337.7397836
330,1395,311.7984745
330,916,170.4962728
1213,330,179.6202945
331,570,278.1866081
332,929,322.7339702
333,1196,247.8195303
333,697,238.0226222
334,689,839.622912
334,793,238.0243358
337,483,304.1389632
338,1053,730.4668847
338,1440,255.9334246
338,801,335.8573166
338,1356,847.3250267
338,1677,390.3773495
339,970,223.728578
339,1151,626.8812743
340,410,512.1666139
341,603,147.2319748
341,796,270.0882232
341,873,223.2747683
342,643,668.6110217
342,694,576.3072459
343,1463,272.1220643
343,1749,28.74746286
343,1439,144.1296845
344,633,1025.033509
345,382,377.5490226
346,1136,564.5887476
346,1160,683.9834798
346,1100,360.4435431
347,793,107.9411169
347,947,351.5193312
347,1045,351.9052814
348,870,647.0811089
349,836,296.1770007
350,715,161.5027547
351,1156,331.0817861
351,1635,194.4176342
351,1491,113.9476218
352,1181,345.7876087
352,420,458.9497758
353,621,2283.836889
353,731,1276.518468
354,992,259.2004389
354,845,212.4484364
355,1830,228.971762
355,1736,221.5894798
356,1237,441.5596409
356,1721,184.5621388
356,1655,61.01116025
356,1562,605.6576391
357,606,928.6178001
358,404,568.6881187
359,953,212.4766895
359,995,205.6968116
359,580,652.6608608
360,1331,211.6694912
360,1341,556.9343313
361,1215,509.629512
361,762,510.7314006
362,549,227.3259256
362,723,405.9290698
363,1436,250.4579211
363,724,300.925423
363,1671,433.4806221
363,1611,179.8530481
364,717,306.0426804
364,1409,309.2799252
364,398,467.922171
365,388,699.7236653
365,410,626.8900077
366,985,176.7870752
367,1740,190.4208117
367,1576,359.0957098
367,1708,445.962037
367,1696,252.5996352
368,1383,232.05714
368,1658,147.6014535
368,1655,202.5600685
369,678,338.6277925
370,382,1036.890505
370,415,257.7163082
371,705,1728.254341
371,876,496.9689526
372,940,340.2725957
372,1261,478.3520148
372,1311,255.3599632
374,582,1013.258931
375,429,250.9085722
375,1452,247.2161626
376,851,412.5236789
376,1328,310.5509927
376,757,309.2870407
376,1348,422.4853881
378,486,231.735123
378,513,208.9813393
379,1116,121.6308203
379,1645,345.1284077
379,1788,417.2953069
380,924,273.1858841
380,1836,580.9478058
380,1508,254.0940805
381,552,72.26269556
381,543,313.5298126
381,534,315.5945741
383,848,169.3920086
1883,383,373.1522537
384,689,581.4989553
384,395,377.3260739
385,591,544.0247366
385,690,212.9194736
386,1416,706.9015351
386,941,214.165958
386,1701,290.389597
387,1303,464.2773981
387,420,144.3885285
387,1318,164.7646902
389,612,212.1769259
389,428,999.998034
390,1444,230.3455076
390,1796,128.4185079
391,728,245.4629425
391,1676,331.9189396
392,660,412.1781335
392,444,554.456952
394,995,534.2668117
394,799,390.9992642
394,580,314.2687725
848,394,170.1882618
395,626,235.3112937
396,723,565.1937117
396,474,1280.812706
397,1578,425.9140946
397,1617,494.4566028
397,1138,274.3328539
397,1342,412.3358877
398,795,316.333154
398,1075,285.5168819
399,431,1124.238202
400,758,524.0079589
401,1049,75.31901328
401,1128,560.1996504
401,1889,135.7444148
402,1003,273.5937563
402,1291,488.0512947
402,1715,141.573317
403,480,562.8715458
403,498,259.5491809
403,624,448.3341374
403,525,204.8524914
404,753,253.3709515
405,988,410.3207952
405,589,361.1545333
405,499,393.0597599
405,1118,400.6480744
406,814,241.4176786
406,536,313.3206268
406,1161,362.5421336
407,618,149.2203639
408,1004,114.9437404
408,1081,207.0063574
408,764,136.8058842
409,1163,290.8233659
409,991,307.8154888
411,657,507.8290308
411,702,327.1391113
411,901,634.8676795
412,1558,145.9190187
412,1522,359.9021833
412,930,146.2787448
413,861,228.7977051
413,569,238.1140514
413,533,436.6127438
414,507,255.2407113
414,1833,313.6144504
414,615,185.8841351
416,1208,540.0478393
416,777,314.1148675
417,1137,147.6764057
417,800,309.5056067
417,770,395.9190753
418,690,217.7154892
419,529,188.8040849
419,1515,366.2891095
419,1497,351.4324351
419,1032,444.6049052
420,1429,37.16157929
420,521,364.3413238
422,908,910.1111512
422,1069,1555.395818
422,621,4033.865372
423,1764,209.1068497
423,586,261.9023515
423,1561,429.3251195
423,1164,504.7456495
424,1821,477.2200282
424,1790,211.5300381
425,1873,419.0126428
425,1054,658.1514157
426,535,307.8306456
426,1106,325.8740239
426,862,377.6218647
426,946,337.7534872
427,714,799.4633154
427,870,365.6032421
428,763,516.1461434
429,1384,249.9088715
429,829,226.6947229
429,457,241.0734313
430,830,175.556399
430,1115,133.4161403
432,1069,2034.517496
432,810,502.1806243
432,648,467.7929198
432,803,669.2937082
433,1734,190.3866487
433,1675,176.2882066
433,1826,85.52590926
434,1305,99.25144125
434,1807,361.8827805
434,1771,312.5007547
435,543,205.9934587
435,453,185.6881094
435,669,167.2679445
436,1238,342.7623639
436,463,193.3696927
436,1009,365.7887633
437,828,595.1792172
437,835,140.7218803
437,1009,324.7603541
438,456,1741.28061
439,1482,624.0356267
439,962,317.7348058
439,1512,385.1798218
439,1521,535.6265217
440,1082,61.67462177
441,1048,163.4086438
441,603,189.6240581
442,1570,180.5880068
442,1798,492.1675524
442,1063,277.0152853
443,1703,188.8080619
443,1502,186.9244155
443,1270,180.4126342
443,1673,181.8802626
444,1661,242.6223644
444,1448,79.61011847
445,1112,303.0645202
445,1166,1234.234482
445,697,276.2753372
445,834,464.7243505
445,553,1454.215153
446,1024,198.1395557
446,1286,193.3238535
446,1221,165.6644771
447,627,1432.752477
447,510,225.1874039
448,1443,209.3926731
448,756,218.3910293
448,1216,332.0120067
449,1405,191.1436769
449,1263,191.8857738
449,1019,348.2928019
450,852,440.927846
450,540,332.3824495
451,703,126.0383256
451,1724,417.6863188
451,993,118.5706484
452,1387,308.857987
452,1371,415.7874044
452,1532,588.5777404
453,534,175.2294273
454,939,905.4421895
454,553,1014.67495
454,1730,1289.528685
454,797,1155.187674
455,1227,246.0498051
455,1059,185.6601824
456,779,2004.171289
456,663,1120.091888
457,1452,233.370582
457,1539,199.2089648
458,1151,535.196487
458,1333,2499.055757
458,466,1255.795005
459,1639,759.6472394
459,667,228.4536373
460,1116,412.5509887
460,1334,615.6853378
460,1386,520.6072071
460,1294,153.1713089
461,776,516.6684936
461,1803,399.3886062
461,728,406.5579245
461,875,391.8038404
462,696,1589.350889
462,606,756.4476166
463,828,275.604793
464,1239,323.1423428
464,698,122.6468622
465,474,293.5099803
466,1683,423.565812
466,1698,364.5744015
467,1389,212.8187239
467,701,443.9603623
467,921,450.5760534
468,758,354.6651261
468,985,247.4270666
469,1889,312.7803781
469,1780,81.1072442
469,825,98.19303558
470,1667,481.4511858
470,1367,461.9066001
470,1559,506.4348279
471,615,300.2698023
471,516,337.2747106
472,1196,350.2059925
473,1094,306.0825483
473,722,354.6830268
473,1203,140.0576135
475,1513,429.1016293
475,1744,208.4203538
475,1406,575.4347967
475,920,312.6233832
475,511,653.6597625
476,977,187.0601788
476,1385,150.9818112
476,683,141.5225217
477,943,469.8656346
477,964,406.3058076
477,817,91.89183806
478,1776,178.5930974
658,478,59.97920594
1786,478,92.7202324
479,1045,331.5724099
479,1568,555.8898734
480,651,856.9806966
481,967,316.8667279
1142,481,179.0095371
481,1184,247.8196271
482,926,139.940451
482,961,578.6141626
483,707,432.2380955
484,1272,239.8968548
484,591,570.5216524
485,1157,236.0345599
485,1589,983.1410724
485,1241,132.1916283
485,914,540.4840577
486,594,515.0530804
486,1020,270.3876214
487,1704,240.2681057
487,1007,449.1287667
487,1600,264.4056949
487,1014,165.6061356
488,1714,187.6538421
488,980,361.2623371
488,1255,27.24439479
489,669,566.8046306
489,579,210.0897338
490,571,440.469208
490,769,242.5286421
491,500,257.092466
491,1087,509.0410597
491,746,526.3930735
492,528,714.5698479
492,663,769.9336156
493,1297,1125.188288
493,1277,471.329341
493,1272,353.7171055
493,1364,616.3124407
494,1400,338.2452817
494,816,394.0931082
494,620,246.0758193
494,665,262.9853943
495,639,285.6781238
495,1090,261.567007
495,710,376.4561013
496,1784,254.5667925
496,895,86.37263302
496,859,1055.858964
497,1823,393.4139868
497,833,93.67032736
497,720,96.10959483
497,1735,268.7115101
499,625,366.3659135
499,883,1101.767362
500,545,1069.288059
500,1066,781.5581147
500,1137,470.2261944
501,600,196.321225
502,1246,288.5198866
502,1192,275.0018723
502,1180,388.6469014
503,757,104.8943503
503,692,299.4326317
504,824,504.7655711
504,621,1293.915135
505,550,352.151325
505,1212,39.97393983
506,1547,174.2833943
506,1092,395.8316253
506,1785,386.3043426
508,729,222.1820801
508,841,674.5268534
509,891,158.8096179
509,563,1605.266396
509,689,454.2245491
510,645,1433.212385
511,1234,484.4924959
511,1518,121.5519876
511,1455,190.9435949
512,1247,266.4956245
512,1268,218.8597011
512,602,140.5790723
512,1096,306.3666994
513,1097,347.6498187
514,1858,334.255527
514,1264,151.6687856
937,514,204.7040186
515,1789,398.7211986
515,1001,307.3229515
515,560,287.293263
515,1310,394.2664607
516,687,364.2085207
516,669,506.067925
517,1130,414.3223762
517,589,414.4702621
517,988,360.1340311
518,849,1974.658957
518,545,791.542227
518,754,1666.817721
518,940,1027.908899
519,600,623.155329
520,748,219.0246148
520,1353,293.1300936
520,1144,593.3162441
521,1318,318.9586978
521,1144,591.9293834
521,1151,418.892414
522,936,352.7578063
522,630,304.4017252
522,1639,484.3072559
904,523,529.6169379
523,1764,202.500837
523,1882,643.5875973
523,1884,506.1965775
524,560,136.2816524
524,1457,389.0097565
524,1371,315.0380857
526,1124,418.7348423
526,634,377.4880952
526,897,669.4787115
527,849,1808.60053
527,1149,1062.645007
528,672,669.9234775
528,645,493.8147888
529,1368,244.3404887
529,1174,273.2144727
530,575,107.5830727
530,823,159.9451335
530,1247,211.3874654
531,750,597.146254
531,838,656.4404604
532,1274,183.4471189
532,1814,191.610028
532,1770,233.2586384
533,1355,313.2438909
535,897,351.1958333
535,634,683.9539466
535,1136,375.3729859
536,554,242.8644927
536,989,542.2734733
536,1296,356.8069472
537,609,191.5495274
537,654,165.5916463
538,1623,174.9291595
538,878,472.9959756
538,1575,68.03218618
539,683,139.1397902
539,611,245.847861
540,950,459.1449638
540,782,600.2121493
541,1858,213.9587435
541,1418,199.7437476
541,1864,187.8496967
541,1887,473.9405049
542,1355,889.3523211
542,987,425.4607447
542,1873,1256.785563
543,687,346.6419963
544,729,963.5097573
544,1166,67.1048322
544,1112,982.4759564
545,1073,691.7608617
546,573,244.3310552
546,681,235.1135961
547,1633,273.4911032
547,1802,283.5724244
547,1503,537.0465409
