Node_Start,Node_End,Length
547,1380,756.1053196
548,1397,278.4021645
548,1139,192.2118626
549,558,422.533469
549,1006,350.1660614
550,1349,194.6769792
550,1441,381.8613171
551,1821,471.5659986
551,1613,932.9795716
552,678,387.1093873
554,1261,136.409658
554,1316,207.212196
554,814,314.5977668
555,739,136.2343272
556,1114,302.4485886
556,1506,375.198357
556,1587,220.8072402
556,1653,289.9981091
557,1229,296.9386811
557,907,356.5411024
557,566,477.8586952
558,999,334.6260569
558,666,142.2912529
559,1681,230.5115871
559,1822,132.1639888
559,1675,126.8696917
560,1387,431.0930951
562,1289,290.2760773
563,706,657.8851349
564,1272,583.4441876
564,976,331.9627717
565,747,742.0186781
565,1461,655.5253337
565,1665,461.29248
566,1181,405.9579217
566,765,398.9027904
567,648,248.5186834
567,943,361.1951487
567,803,566.5000649
568,604,212.9205378
568,1712,165.1214109
568,1866,223.9757753
569,1219,183.0073139
569,1355,570.5966595
571,1009,344.7425771
571,1346,461.3054735
571,1058,242.0373337
572,1017,124.0511176
574,941,879.7321326
575,1211,200.0700202
575,1047,287.2852446
576,666,173.6150959
576,726,262.1330427
577,1618,98.15316266
577,1378,310.2824611
577,1600,136.0388933
578,924,255.4761167
578,1845,342.4608015
578,1395,260.5056325
578,1505,244.5961223
579,651,1054.551688
580,607,173.825007
580,1226,262.0354496
581,1185,330.0351497
581,1233,247.6208231
581,1276,387.465959
582,681,637.9453543
583,1060,326.1153469
583,955,229.0295232
583,1126,553.213835
584,1381,93.0879467
584,935,308.0733628
584,1365,641.3544503
585,1390,272.0009025
585,766,75.58673852
586,622,193.7712416
586,1289,421.7226665
587,1793,591.5561868
587,668,98.26014065
587,952,122.9169129
587,1237,464.6200432
589,625,401.9370702
590,933,240.825324
590,714,724.660058
592,628,439.5600484
592,1347,480.9057184
592,1677,1763.386917
593,692,323.0325162
593,1348,623.1272975
593,963,271.5578782
594,943,1564.535366
594,992,562.2667658
595,1788,129.216138
595,1603,241.3516405
1028,595,162.0293732
596,1472,437.0810983
596,1875,460.0505267
596,1667,626.972133
596,1171,491.4043861
1184,598,232.116189
598,721,260.9699899
598,904,461.7218159
599,1286,267.19042
601,1674,267.044376
601,1120,295.7703961
601,1252,268.3745656
602,1323,206.7078728
602,1293,219.7756159
602,865,279.4987668
603,1048,139.590631
604,1188,173.2781747
604,986,565.813551
604,1021,326.6865222
605,1147,1008.555635
605,1015,478.8591703
605,1129,347.4242163
605,1825,573.3650639
607,785,470.8153398
607,1002,111.7340762
608,1321,531.8086827
608,1351,320.1338172
608,1155,550.0465466
609,618,231.3441538
610,1168,221.7950418
610,1126,138.8978377
610,948,233.7767717
611,1385,275.7908357
611,1235,188.032783
612,894,127.3342456
612,782,606.9541362
613,1386,371.0090891
613,1410,322.2312508
614,1855,506.2930459
614,1335,235.0038754
614,1340,287.0060595
614,966,391.328738
615,687,490.8295407
615,1105,349.0905354
616,876,224.8101062
617,1119,478.0267061
617,835,498.3483237
617,722,397.7534043
618,699,267.1579858
619,1635,177.3788564
619,822,349.7934557
620,802,278.2390102
620,928,345.0539638
622,1764,250.714191
623,1771,250.1775177
623,1679,533.6401359
623,1819,338.2898817
625,1065,409.1217955
625,1031,288.1393449
626,1306,154.6465621
626,1131,89.80652483
627,663,261.2204073
627,645,192.5960514
628,673,1135.948688
628,1458,173.7443974
629,1068,221.585854
629,900,764.6463941
629,1133,228.6426132
630,675,422.2628695
631,902,213.3433206
631,860,173.2564684
631,1531,165.5471003
631,649,327.3099315
632,819,194.9990325
632,1723,208.9353201
632,784,454.4944612
634,806,413.5034479
635,754,583.7037356
635,1341,628.6257362
635,1215,2285.848059
636,715,301.161894
636,1476,331.680824
636,707,383.8978287
637,1011,287.5339652
637,927,429.691581
637,1376,241.6442947
637,1404,220.9492292
638,823,196.8525428
638,1247,175.8291427
638,1268,284.1048662
640,853,232.8213646
640,1339,214.9886571
640,1444,224.0087819
640,1888,386.9601822
641,847,505.40604
641,1652,258.3630147
643,1051,568.8964783
643,1232,914.1837157
644,1203,224.6265588
644,1101,340.8211338
645,1416,1664.859868
646,927,273.6748765
646,1307,225.70321
646,1404,452.5730792
646,708,278.7823559
647,1253,378.2537959
647,1361,166.3330078
647,935,134.537117
648,693,489.8020495
648,943,363.9895721
649,839,81.32587157
649,1558,188.4418958
650,1577,129.7246327
650,1640,164.5701772
650,1442,311.5380371
652,946,445.4054304
652,981,312.3035886
652,1220,211.9033815
653,1179,502.1111475
655,1530,218.5492369
655,764,183.1001312
656,1187,204.2516645
656,879,415.24228
657,929,255.4251042
657,1041,361.0762485
658,1710,182.8543638
1756,658,220.3793376
658,1750,264.9869195
659,1403,179.7670643
659,1795,180.9136321
659,1625,84.50477683
660,1637,516.729278
661,1148,100.6051159
661,918,151.5351911
661,1093,368.1805411
662,680,196.6699687
662,1052,281.2981577
664,1400,729.1902363
664,815,339.7840332
1424,664,244.8029721
665,928,319.1842578
666,831,304.2261242
666,789,334.8991809
667,1122,382.6730463
668,1123,313.8177829
668,1367,228.3722807
668,1619,479.26032
670,1184,264.0017055
670,769,223.0838282
670,721,237.5079512
671,821,75.50330093
672,690,335.2836766
673,1364,844.7026092
673,1668,373.0802071
673,1509,834.4591962
674,1061,554.261027
674,1679,980.7063535
674,1157,266.7629033
674,1273,359.5430798
675,1627,252.1376521
676,1718,147.7734406
676,1891,312.851384
676,1684,379.710862
677,1745,675.6140046
677,1815,801.2480006
679,862,305.0422449
679,946,357.842533
679,737,573.4910421
679,981,445.7206334
680,1301,363.8910957
680,877,284.2564098
680,1251,311.6035031
681,755,669.7416885
682,1500,371.9397429
684,908,835.7274091
684,734,555.4109708
685,1063,616.2614777
685,1772,369.1366858
685,1438,405.4376708
685,1868,408.4159668
686,752,122.1942999
686,1793,118.7153404
686,1123,277.7654698
688,745,1032.437045
688,705,1191.105926
688,1130,628.8184826
691,1126,338.0642436
691,1452,127.6770045
691,1536,204.8096738
692,830,101.8033251
693,810,477.6647368
693,710,517.4086721
694,1657,265.1027488
694,1832,357.4211828
694,1669,558.3018389
695,1637,150.7177595
695,1454,174.798879
695,798,166.3895178
696,1873,1094.768275
697,974,457.9102345
698,1291,126.5451723
698,856,21.65960939
700,1461,359.0602097
700,1332,366.0146793
700,1542,287.763438
701,1283,250.0881637
701,1401,373.2936321
701,1187,98.18900417
702,939,1628.943577
702,1730,714.442903
703,1885,209.102316
1884,703,418.0323562
703,1597,222.3496414
704,1619,270.3154592
704,1493,698.3434451
704,1721,168.0767401
706,1256,216.4567285
708,1572,182.1806897
708,1317,281.3872696
709,1293,345.1055575
709,865,544.689017
709,1303,925.2190875
710,943,498.3025608
711,1358,348.0515964
711,1848,489.2733294
712,805,246.1195413
712,1574,165.5151902
712,1183,186.3356176
1743,712,181.868571
713,1037,86.55318403
714,821,157.2249592
714,1233,284.2427263
715,771,313.1806594
716,1312,295.6367042
716,1267,230.2660143
717,1729,318.1792328
717,1481,300.5571136
717,795,472.7748279
719,1410,181.2781944
719,1834,224.7686089
719,1543,261.5753554
720,1475,407.188637
720,1265,433.0777914
720,1707,262.9349518
721,761,220.1828316
722,1346,493.8019149
722,968,409.8056342
724,1689,299.9488593
725,1308,33.5412434
726,789,186.011315
726,978,427.0568548
726,1006,176.124342
727,1810,128.9108704
727,1206,236.8384633
728,1809,331.9183729
729,1178,309.2503307
730,996,302.3180211
730,1245,362.0874831
760,730,359.9379844
731,779,2098.285937
732,1474,281.387117
732,1758,180.8968523
733,1338,293.9807589
733,1437,1250.137312
734,838,755.7504979
734,1069,568.5783798
735,1726,145.5910052
735,944,579.5088314
736,1469,125.4311527
736,1781,60.91020231
736,1841,263.3073136
738,1031,333.2923204
740,1515,508.5857965
740,1246,343.855049
740,1497,138.8510248
740,1494,207.7167499
741,893,711.1470145
741,749,2341.621036
742,803,1424.284554
743,1104,592.6053692
743,1872,303.3538764
744,1622,386.3014545
744,1249,224.5111459
744,938,581.4829376
745,1065,697.4012569
746,1251,296.8561054
747,976,460.6256727
748,1473,124.232046
748,765,722.8980514
749,1127,796.2212338
751,1561,474.2868375
751,1790,262.598445
751,1754,25.73839799
752,1285,331.346377
752,1478,222.6732767
753,1250,547.1455093
753,939,949.2317713
754,1149,1050.099938
754,1331,273.3032235
756,1638,428.3463439
756,1327,129.3977951
759,1718,166.9479883
759,775,190.2236051
759,1654,309.8837454
760,1592,379.6559295
1649,760,348.821482
769,761,242.92989
762,1155,685.6646955
763,950,721.2945621
764,1228,193.8731916
765,1429,215.6588456
767,1519,169.9984921
767,927,280.8129592
767,1307,267.0575518
768,1592,112.2062894
768,1649,346.3408786
768,1189,294.6685619
769,1058,424.8894321
770,786,210.6821379
771,1606,248.2977713
771,1476,304.1354992
772,843,314.0591884
772,1473,271.1658856
772,906,657.2673799
773,1008,252.537158
773,1175,449.1910293
773,1082,176.8737082
774,838,2064.634066
774,810,463.0510885
775,1651,197.1452485
775,1495,298.3073433
776,1725,204.3966949
777,981,260.254019
777,869,324.9887435
778,1239,216.5947757
780,1380,318.7366277
780,1578,85.96193792
781,809,134.0039807
781,1139,210.391956
783,1612,67.54240776
783,1152,271.0911536
784,1642,212.6288749
784,1198,119.3578063
784,1175,216.2887441
785,827,351.5216805
785,1072,423.6879244
786,800,374.8628116
786,1024,143.2339061
786,1119,288.2770462
787,1479,102.5726045
787,1551,158.8588976
788,1033,282.9339802
788,1089,50.76339322
788,1417,193.0036362
789,873,404.4053001
790,1063,369.4815806
790,1402,371.4615824
790,1772,449.9545
791,1129,1064.48712
791,1849,254.1127514
792,1100,283.2796836
793,856,359.759669
794,1455,297.880416
794,1046,243.267147
795,1263,297.6242794
795,851,366.1329294
796,1720,253.5573664
796,1218,225.4638964
797,1232,693.0624025
797,965,468.7622333
1661,798,115.4691097
798,1499,255.5581052
799,890,361.6936824
799,1142,213.9732306
800,1113,366.3130712
800,1073,1028.549396
802,1193,377.322866
802,1373,42.90143123
803,1055,578.851407
804,1098,426.6370977
804,1486,450.5168961
805,1759,315.5626347
805,1280,169.8605248
806,1086,397.8967524
806,1160,522.4413971
806,1136,702.1567414
807,1179,300.6841826
807,1113,292.1550982
807,1202,325.2346725
808,934,249.8987391
808,1262,91.92910085
809,1397,353.2450586
809,1313,188.9808136
811,1854,217.3714357
811,1881,175.0290221
812,1613,317.0501664
812,1290,300.7351383
812,1757,654.9590477
813,932,643.0859405
813,1009,638.7054599
813,967,304.7013525
814,898,211.1723947
815,850,354.37142
816,1193,552.08201
816,1205,171.0153683
817,936,81.8394545
818,1248,69.5747415
818,1510,181.7405365
818,1806,371.2646003
819,1777,193.7785227
819,1697,177.0384233
819,1863,186.8337053
820,1037,1642.699056
821,1155,561.7326431
822,1342,375.1184116
822,1246,271.4517207
823,1089,988.3510182
824,852,477.4011347
824,922,332.1859822
825,1780,54.9352341
825,853,154.3655441
825,832,460.6060638
826,1538,208.6295318
826,959,375.3445931
826,1769,597.8811793
826,1859,204.0945777
827,953,465.7234694
827,1051,631.7028019
828,919,106.6569936
828,1221,304.5300069
829,1322,321.7443091
829,1584,167.9861672
1539,829,224.0190593
830,1361,446.302781
831,999,238.8379871
832,1498,160.2835448
832,1386,668.3878467
833,931,390.5338281
833,1285,165.0925261
833,1793,271.8671735
834,974,348.0314051
835,1346,377.9841447
836,1701,450.7025223
837,1033,189.8434963
837,1417,271.236828
837,1377,304.8073555
839,1892,359.5288499
839,1501,342.4038846
840,1817,343.1122796
840,1529,245.6525398
840,1061,240.3744119
840,977,623.992146
841,1023,364.9657052
841,1166,375.3284333
842,1276,491.7983331
842,870,75.00261237
842,1197,487.6965485
843,1620,303.9309738
843,1473,425.7217866
844,914,422.0271828
844,1054,676.7044028
845,1083,275.8889193
846,1152,369.8359877
846,1648,406.13416
846,1608,341.6175937
847,1727,729.2562404
847,1129,376.1813593
847,1875,433.4131552
849,1266,1278.074796
850,1222,301.6235329
850,1551,372.3959911
851,1169,306.0025953
852,950,337.4581364
853,1236,242.7171832
853,1098,615.4954361
854,1857,99.71412546
854,1411,78.45539329
854,1729,228.3359391
855,1238,388.4226488
855,932,306.7072386
857,1896,521.1901335
857,983,144.7023406
857,1659,174.2971345
1689,857,324.7043452
858,1357,265.523103
858,1163,455.0400788
858,900,616.8493952
859,1013,333.4956767
859,1076,451.859148
860,1826,225.8665103
860,1822,424.9001471
860,1892,270.8857278
861,1849,267.747214
861,1064,252.4558637
861,1219,243.9825856
862,1136,308.2651033
863,1341,222.4742108
863,884,290.1588737
864,1626,379.0823482
864,1297,441.1701308
864,1257,248.8159216
865,1096,163.8130962
865,1338,178.9006734
866,1041,544.1833197
867,1681,229.2882337
867,1675,195.336973
867,1734,179.2475238
868,1705,367.8985108
868,1670,249.2431119
868,1553,262.2700241
868,1713,251.1476902
869,1044,223.5427685
869,1244,254.0327086
871,969,269.0147901
871,1686,471.1184585
871,1626,571.5129566
872,977,181.1259665
873,1218,270.1366188
873,978,201.5531308
874,1122,91.61178266
874,1534,303.9795021
875,1809,295.3729134
875,1685,187.4831483
877,1311,322.6038876
877,898,233.345313
878,1156,164.488574
879,1343,199.5338827
880,936,694.7491539
880,1083,902.1082005
881,1732,400.5904883
881,1447,350.1370834
882,1454,406.1750909
882,1499,174.8335651
882,1833,523.6733744
883,1100,393.0982995
883,1202,1027.354652
884,1326,575.2355721
884,1321,668.6211778
885,969,337.045093
886,1109,188.7577564
886,1433,120.9532605
887,1055,262.379839
888,1782,57.21044854
888,1690,230.6699168
888,916,414.7367588
889,1811,208.3369127
889,1391,126.15615
890,995,187.8626283
891,1351,564.5744045
891,1167,494.4236049
892,1626,188.531461
892,1566,214.0170429
892,1257,414.9188463
893,984,501.2274043
893,1298,662.8742857
893,991,1364.032136
894,1034,227.0412404
894,1062,334.3350153
895,1886,468.1656135
896,1825,165.7847642
896,1849,680.4449547
897,1023,905.2748885
897,1106,332.3058084
898,1316,308.2528451
899,1659,217.7667406
899,1436,146.3248441
899,1317,360.8360859
901,1730,330.3261364
901,1537,528.1202201
902,1510,208.7901995
902,1516,217.9040005
903,1183,195.8858017
903,1743,185.3371688
903,1703,201.2208564
903,1502,192.1580615
904,1883,301.2333071
905,947,200.2972941
905,982,415.1675606
905,1045,300.1522734
905,1544,535.5904369
906,1356,1073.645512
907,1393,268.0395683
907,1620,783.4679732
909,1612,89.68328444
909,1778,517.1541842
909,1898,234.4148446
910,1071,287.772369
910,1469,90.72935611
910,1517,197.435632
911,925,454.7658268
911,1208,467.2752251
911,1190,560.0473473
953,911,400.3333842
912,1221,80.09770767
913,1602,164.2400227
913,1641,295.9341185
914,1873,1347.101366
915,1055,403.8751156
915,1020,242.5459691
916,1567,285.1267412
916,1571,291.1754312
917,1779,231.5828176
917,1637,240.8326967
918,925,490.0332574
919,1286,117.2556025
919,1238,321.5269798
920,1802,499.7699857
920,1503,207.7638298
922,950,477.4603998
923,937,220.676996
1070,923,259.1144788
924,973,90.08936031
924,1043,262.4651613
926,1073,316.9223562
927,1549,286.2638424
928,1381,349.0634894
928,1369,723.4211976
930,1699,363.6314208
930,1874,361.2263483
930,1007,240.9005755
931,1831,486.2760089
931,1823,140.9939866
932,1244,303.0450021
933,1351,340.1581551
933,1167,260.4852653
933,954,366.1673566
934,1548,592.1419628
935,1115,332.603298
937,1418,142.3240728
937,1573,311.4766587
938,1147,550.2045592
938,1727,355.772862
938,1129,845.7654619
940,1066,186.763222
941,1150,609.8074011
942,1217,313.4265779
942,1293,150.8525007
944,1543,794.1630163
944,1862,345.9457422
944,1612,364.4378115
945,1345,158.4023268
945,1550,184.4806029
945,1359,264.1038789
945,1195,175.9906607
946,1214,293.2852593
947,1306,228.0938735
948,1039,275.6198388
948,1396,163.8579231
948,1388,228.4788358
949,1089,213.4734975
949,1417,158.4659146
965,951,801.9624447
951,1555,208.1659213
951,1844,260.6296374
952,1735,586.5620605
952,1577,172.8914334
1190,953,465.5672047
954,1185,243.0296828
954,1233,367.5642411
955,1360,308.8625764
955,1545,256.671606
956,1181,68.50174549
956,1303,397.9340822
957,978,160.6231128
957,1006,444.8392557
1746,958,267.9153336
958,1319,309.268393
1758,958,194.1451883
958,1647,252.9388909
959,1099,460.277135
959,1315,428.2885069
959,1427,360.9261362
960,1093,155.5899644
961,1125,224.1284404
961,1113,320.8454199
962,1420,326.6158913
962,1674,389.0715425
963,1115,491.1197448
963,1365,573.0752289
964,1076,316.6144048
1856,965,207.4835165
965,986,536.4405259
966,1466,133.4917396
966,1405,351.0632951
967,1190,343.5423865
968,1107,422.1491944
968,1101,270.5399741
969,1240,231.2503812
969,1404,489.8710869
970,1288,367.7027492
972,1434,465.7265379
972,1738,479.7478001
972,1492,349.1433554
973,1363,114.5981634
1595,973,552.3083759
973,1556,255.3918375
974,1093,290.7659296
975,1779,198.0154805
976,1449,534.2055542
976,1461,436.2835308
977,1283,460.5331752
979,1134,309.1482962
979,1796,278.4213024
979,1824,228.4313563
980,1583,181.6454605
980,1646,121.5546234
981,1044,329.2493272
982,1131,126.4427488
982,1325,240.2172069
983,1224,512.2641865
983,1095,378.6825966
984,1163,1292.936406
985,1013,494.9595688
986,1248,272.1732689
987,1022,295.5676572
988,1086,512.876548
988,1160,406.1391091
989,1038,237.8331989
989,1326,290.8620661
990,1695,534.4137894
990,1168,259.5193221
990,1566,416.4919821
991,1127,963.8684522
992,1083,138.6576128
993,1591,536.8307915
993,1329,133.4223073
994,1634,288.1881173
994,1859,263.744653
994,1670,362.931564
994,1705,248.5542772
996,1203,421.9323369
997,1302,265.6652349
997,1032,271.2508903
1322,997,419.1587525
998,1313,653.154712
998,1357,471.8861878
998,1163,276.9563468
999,1097,775.2590556
1000,1158,277.7837356
1000,1886,671.3528571
1000,1818,496.9226817
1001,1843,135.5061889
1002,1016,168.94426
1004,1216,292.1117815
1004,1327,353.8926153
1005,1026,208.5423581
1005,1369,131.1495224
1007,1334,373.9964236
1007,1540,239.2014238
1008,1460,210.06636
1008,1535,598.7199941
1008,1258,161.5537713
1010,1336,558.2127839
1010,1243,512.1917406
1011,1056,301.4362171
1013,1090,402.4217299
1014,1828,546.5316574
1014,1645,201.99432
1016,1172,63.05385226
1017,1107,488.0924974
1018,1527,507.5159509
1018,1470,617.9361295
1019,1169,193.8310893
1021,1806,216.6409876
1021,1814,188.3873173
1021,1274,190.1381143
1022,1847,668.0776837
1025,1277,192.7918389
1025,1388,308.7220713
1026,1424,338.1936844
1027,1083,452.4942728
1028,1366,119.7730366
1028,1480,340.4914895
1028,1426,325.6090627
1029,1589,437.7910577
1030,1166,1055.552618
1030,1220,623.1866319
1030,1196,168.8362632
1032,1088,311.8389865
1032,1482,619.1076603
1033,1397,431.2349607
1034,1097,369.6031152
1035,1812,692.1685752
1035,1085,561.0544808
1035,1615,347.7028268
1035,1468,285.6313402
1036,1694,637.1693347
1036,1717,266.72183
1036,1201,228.0972339
1039,1168,202.1136228
1039,1563,220.9728617
1040,1298,247.3664703
1042,1654,265.5468273
1042,1756,283.9259829
1043,1475,349.5513005
1043,1845,187.4754102
1046,1488,79.84547441
1046,1560,193.3663786
1047,1323,133.0660216
1049,1736,417.5015831
1450,1049,355.8332463
1050,1565,47.0931073
1050,1487,83.70083354
1051,1072,286.9049216
1052,1251,210.5720139
1053,1347,946.4150827
1053,1485,135.8142701
1056,1546,240.2178584
1056,1606,272.7143568
1057,1879,384.2466743
1057,1755,336.8158621
1057,1861,233.5138767
1059,1094,140.9704935
1059,1203,302.557852
1060,1695,238.4113748
1060,1360,261.7396422
1060,1168,588.2107767
1061,1177,267.9780642
1062,1097,331.8010694
1064,1601,272.3314862
1065,1130,875.0489531
1066,1301,553.4677936
1067,1138,395.6206195
1067,1518,537.6552034
1067,1488,105.0625162
1644,1067,421.1430197
1722,1070,290.8636252
1070,1495,337.929925
1071,1207,423.5021802
1071,1472,109.266746
1074,1608,142.2918038
1074,1593,546.0513157
1075,1409,472.1895863
1075,1253,160.0988055
1075,1361,338.5388773
1076,1090,271.5977925
1077,1390,196.9410506
1078,1092,42.76792456
1079,1172,53.08455433
1079,1226,297.2874712
1080,1209,549.7765404
1080,1173,176.3278725
1080,1271,479.7356302
1080,1281,173.5197291
1081,1368,160.2111162
1081,1530,173.3034235
1082,1258,238.4485683
1084,1876,134.350233
1084,1477,219.5580875
1882,1084,235.8986614
1085,1688,126.358792
1085,1556,282.6980403
1087,1137,247.4479628
1088,1497,394.8262584
1088,1428,228.5793319
1088,1420,223.661327
1091,1666,295.8768103
1091,1822,292.3245898
1091,1766,366.9143986
1797,1092,128.8478408
1095,1467,183.9754773
1095,1581,466.8448321
1096,1425,190.3644855
1098,1309,509.5934374
1098,1134,181.5482961
1099,1431,274.4955191
1099,1803,450.6081625
1100,1118,696.8194115
1102,1533,810.6006895
1282,1102,327.6628171
1103,1437,206.3071156
1104,1576,213.3037616
1104,1696,374.590421
1105,1833,167.8305591
1106,1214,359.1506418
1108,1120,491.0915698
1108,1500,187.3304693
1108,1282,509.5452933
1109,1157,233.8016437
1110,1555,274.9991019
1110,1344,360.4333489
1111,1505,64.76008361
1111,1265,279.4454997
1111,1295,219.6636563
1114,1162,196.7739341
1116,1540,226.0457242
1117,1771,315.3813339
1117,1819,265.3431224
1117,1747,187.2315886
1118,1160,405.4469996
1120,1632,250.2074962
1557,1120,615.3432036
1121,1313,1297.333344
1121,1298,1128.16522
1122,1324,331.8277685
1123,1487,160.2042889
1125,1179,226.0905621
1126,1396,226.9515391
1127,1308,216.4492789
1127,1333,444.3495387
1128,1897,424.7857158
1128,1780,309.6744128
1132,1629,655.7430854
1132,1539,316.1996936
1668,1132,317.4143893
1133,1278,306.871314
1134,1888,214.0720687
1135,1767,209.4900167
1135,1755,188.8031216
1135,1502,367.8769472
1138,1569,403.1586695
1140,1176,235.9404691
1140,1878,183.4428966
1141,1571,150.7319641
1141,1379,63.55659027
1143,1271,129.9732715
1144,1683,796.2967673
1145,1223,259.7371898
1145,1283,142.6018232
1145,1389,302.0751983
1146,1663,218.695071
1146,1800,134.646908
1146,1279,565.3584255
1147,1622,539.4160236
1147,1407,1182.658842
1150,1665,187.0332182
1150,1509,681.8958421
1152,1850,654.3082649
1153,1423,381.3283241
1153,1676,249.2360129
1153,1719,276.8923422
1156,1380,157.4163516
1156,1680,65.64691401
1158,1627,330.4178154
1159,1825,692.1381772
1159,1849,306.8026256
1161,1296,292.6555522
1162,1590,416.0111819
1164,1724,225.8890994
1164,1754,421.7383005
1165,1628,156.3548186
1165,1761,284.508718
1759,1165,187.5659269
1167,1185,366.6556595
1169,1328,365.0273145
1170,1621,206.5600204
1171,1787,624.9805001
1171,1753,445.697783
1173,1256,384.3641556
1174,1530,105.3428476
1174,1302,436.4114861
1175,1234,494.9364364
1176,1895,113.957383
1176,1394,597.9198269
1176,1534,877.3222695
1177,1529,257.0011816
1177,1819,391.2296547
1180,1692,172.2389552
1180,1557,351.1385161
1181,1365,1259.065087
1182,1591,179.7084974
1182,1732,385.5342511
1182,1812,268.654657
1183,1709,198.6725851
1186,1768,451.9024524
1186,1608,567.1874378
1186,1593,117.7829497
1186,1443,666.8420956
1187,1343,408.0733968
1188,1844,196.181938
1189,1745,291.0831249
1191,1227,112.4717457
1342,1192,362.332511
1192,1557,352.7862801
1194,1456,224.9339936
1194,1774,233.4363503
1194,1378,209.1566914
1194,1465,222.4971754
1195,1777,189.4880062
1195,1697,207.4714213
1197,1407,858.5732829
1197,1454,964.9894002
1198,1585,401.3222458
1199,1328,431.8556487
1200,1269,194.5120161
1200,1726,309.7643485
1200,1594,384.3382001
1201,1478,100.7554867
1202,1238,470.6226902
1204,1668,789.598833
1204,1521,590.29758
1204,1347,832.0641513
1206,1894,176.3519447
1206,1279,569.6720827
1207,1851,323.9710536
1207,1727,355.0584151
1207,1875,623.444819
1208,1220,319.5457936
1209,1336,641.9236199
1209,1511,737.9344877
1210,1587,369.1700553
1211,1217,333.0035313
1212,1816,156.5678457
1212,1579,328.9953959
1213,1523,309.5487818
1763,1213,127.0599661
1214,1220,458.1481365
1216,1599,235.4939053
1216,1545,370.5602899
1218,1738,248.1534678
1219,1849,149.972783
1222,1560,363.934158
1223,1385,39.81267684
1224,1868,198.9224164
1224,1896,163.3458078
1225,1636,332.9671468
1225,1613,315.8952014
1225,1290,364.8012134
1226,1876,506.4234417
1227,1346,240.9484857
1228,1545,379.4436216
1228,1302,277.2412394
1229,1393,521.7516803
1230,1880,444.1879317
1230,1885,132.7687755
1230,1624,285.1681367
1231,1270,365.2373645
1231,1697,200.0120628
1231,1643,178.4685047
1232,1900,468.7319331
1236,1808,119.9866129
1236,1339,219.6289768
1237,1619,40.1955532
1237,1383,85.36926859
1240,1476,289.8960949
1240,1376,266.3361724
1242,1426,561.2759955
1242,1259,490.5255466
1243,1245,169.2053212
1243,1511,702.9666312
1243,1801,35.17514746
1245,1592,367.5149852
1246,1491,561.5491197
1247,1323,225.8981921
1248,1314,291.4508707
1249,1457,337.9165302
1249,1371,360.5712309
1249,1727,678.214597
1252,1512,364.6226101
1253,1373,321.8918562
1254,1828,142.7582269
1254,1645,490.8955597
1255,1320,378.0199534
1257,1656,255.3728071
1258,1729,623.0297404
1258,1409,303.7401244
1259,1570,142.6925323
1260,1871,192.5309698
1260,1547,375.8547106
1757,1260,385.5321041
1260,1785,175.0510587
1263,1481,468.117835
1264,1893,139.0199589
1265,1845,217.7648686
1265,1765,255.25075
1267,1644,140.398656
1533,1267,461.9296024
1268,1425,290.2479704
1269,1354,106.2880955
1269,1887,416.2501855
1270,1751,198.5985543
1270,1741,175.9195987
1273,1433,169.087035
1273,1401,131.6088084
1274,1712,166.7717293
1275,1795,326.3905838
1275,1604,59.8680053
1277,1656,359.7984005
1277,1563,435.8298837
1279,1414,311.2149282
1279,1897,259.9764319
1280,1391,209.1443872
1280,1574,223.1740739
1281,1451,516.4972621
1587,1282,877.8040475
1284,1899,373.1021372
1284,1778,241.7852368
1284,1768,374.8065205
1285,1831,524.3790054
1287,1470,593.3136126
1289,1561,267.6115036
1290,1812,619.2347922
1290,1688,658.4608274
1292,1388,242.316158
1292,1396,226.8988817
1292,1629,228.986509
1603,1294,403.3678156
1294,1410,211.4165834
1295,1765,253.7318697
1295,1375,271.007246
1295,1628,565.5537975
1296,1326,506.8925873
1299,1528,448.4981114
1299,1848,432.8706539
1300,1586,109.0673339
1300,1711,458.7979694
1300,1717,351.9118393
1303,1437,157.8530021
1304,1570,521.3567152
1304,1362,675.6650836
1304,1402,363.640878
1305,1427,273.2753307
1305,1773,245.1370777
1307,1572,267.2583303
1309,1386,78.80695507
1309,1486,613.4618001
1310,1387,343.7570411
1311,1316,243.8332702
1312,1488,218.825391
1313,1377,416.7287928
1314,1856,705.3001686
1314,1669,518.7394218
1314,1734,252.4825789
1315,1803,482.5098221
1315,1685,291.246986
1315,1807,178.4684952
1317,1671,240.68207
1317,1408,525.5226886
1318,1437,464.9588651
1319,1768,162.1233455
1319,1392,255.5746297
1320,1345,132.9276698
1320,1359,245.5339831
1322,1384,270.0120595
1322,1482,157.0425144
1324,1878,263.5666066
1325,1407,273.5881396
1325,1544,515.1667446
1327,1368,132.6995449
1329,1597,203.862154
1329,1702,213.9600738
1330,1514,363.0218572
1330,1345,236.2037848
1330,1550,183.9708818
1334,1874,185.2001801
1335,1829,263.7923888
1335,1700,294.5838901
1337,1665,373.465262
1338,1413,352.0180966
1339,1820,151.6435643
1340,1700,236.6580219
1340,1817,687.8360725
1340,1405,579.0514479
1342,1569,265.3601771
1343,1401,203.7975913
1343,1433,145.3780304
1344,1886,254.9241698
1344,1852,412.4430027
1344,1358,213.0852745
1347,1590,297.4371296
1349,1876,170.1116038
1350,1787,444.3221833
1350,1753,609.2264249
1350,1598,291.0021815
1352,1638,296.1030508
1352,1575,201.4251449
1352,1368,388.872583
1353,1429,417.5756659
